,title,Pandemic Legacy: Season 1,Through the Ages: A New Story of Civilization,Twilight Struggle,Gloomhaven,Star Wars: Rebellion,Terra Mystica,Terraforming Mars,Scythe,7 Wonders Duel,The Castles of Burgundy,Caverna: The Cave Farmers,Puerto Rico,War of the Ring (Second Edition),Great Western Trail,Agricola,Mage Knight Board Game,Blood Rage,Through the Ages: A Story of Civilization,Arkham Horror: The Card Game,Mansions of Madness: Second Edition,Star Wars: Imperial Assault,Mechs vs. Minions,Power Grid,Eclipse,Orléans,Food Chain Magnate,Robinson Crusoe: Adventures on the Cursed Island,Viticulture Essential Edition,Concordia,Brass: Lancashire,Le Havre,Android: Netrunner,Tzolk'in: The Mayan Calendar,A Feast for Odin,T.I.M.E Stories,Codenames,7 Wonders,Keyflower,The Voyages of Marco Polo,Caylus,Twilight Imperium (Third Edition),Eldritch Horror,Race for the Galaxy,Lords of Waterdeep,Dominant Species,Patchwork,Five Tribes,Dead of Winter: A Crossroads Game,Roll for the Galaxy,El Grande,Dominion: Intrigue,Star Wars: X-Wing Miniatures Game,Fields of Arle,Battlestar Galactica,Clank!: A Deck-Building Adventure,Mombasa,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,Dominion,The 7th Continent,Russian Railroads,Trajan,Tigris & Euphrates,Troyes,Pandemic,Santorini,Crokinole,Descent: Journeys in the Dark (Second Edition),Castles of Mad King Ludwig,Kemet,The Gallerist,War of the Ring (first edition),Stone Age,The Resistance: Avalon,Alchemists,Arcadia Quest,A Game of Thrones: The Board Game (Second Edition),Legendary Encounters: An Alien Deck Building Game,Ora et Labora,Star Realms,Forbidden Stars,Nations,Suburbia,Commands & Colors: Ancients,Railways of the World,Ticket to Ride: Europe,Chaos in the Old World,Istanbul,Paths of Glory,Cosmic Encounter,Combat Commander: Europe,Captain Sonar,Goa,Steam,The Lord of the Rings: The Card Game,Jaipur,La Granja,Age of Steam,Hansa Teutonica,Splendor,Zombicide: Black Plague
77,Ora et Labora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859106529209622,0.25773195876288657,0.0,0.0,25.257731958762886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1718213058419244,0.1718213058419244,0.0,0.0,0.0,0.0,0.0,0.0,31.013745704467354,0.0,0.0,0.1718213058419244,0.0,0.0,0.0,0.3436426116838488,0.0,0.25773195876288657,0.0,0.0,0.0,0.0,0.1718213058419244,0.1718213058419244,0.0,0.0,0.0,0.0,0.0,0.0,0.6013745704467354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859106529209622,0.0,0.0859106529209622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859106529209622,0.0,0.0,0.0,0.0,0.0,6.185567010309279,0.0,0.0,0.42955326460481097,0.0859106529209622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5154639175257731,0.0859106529209622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Star Realms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032948929159802305,0.0,0.0,0.0,0.0,0.0,0.032948929159802305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032948929159802305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032948929159802305,0.0,0.0,0.0,0.0,0.0,0.29654036243822074,0.0,0.0,0.0,0.0,0.0,0.0,0.032948929159802305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.533772652388798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.688632619439868,0.0,0.42833607907743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26359143327841844,0.3953871499176277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Forbidden Stars,0.0,0.0,0.0,0.0,0.0,0.15822784810126583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15822784810126583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15822784810126583,1.1075949367088607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15822784810126583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15822784810126583,0.0,0.0,0.0,0.15822784810126583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.69620253164557,0.31645569620253167,0.15822784810126583,0.0,0.0,0.0,0.6329113924050633,0.0,0.0,0.15822784810126583,0.0,0.0,1.2658227848101267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nations,0.0,0.0,0.2947678703021371,0.0,0.0,0.14738393515106854,0.0,0.0,0.0,0.0,0.0,0.2210759027266028,0.0,0.0,0.810611643330877,0.0,0.0,0.2947678703021371,0.0,0.0,0.0,0.0,0.14738393515106854,0.2947678703021371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0316875460574797,0.0,0.07369196757553427,0.2210759027266028,0.0,0.0,0.07369196757553427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07369196757553427,0.0,0.07369196757553427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07369196757553427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.475313190862195,0.07369196757553427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5895357406042742,0.2210759027266028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Suburbia,0.0,0.0,0.0,0.0,0.0,0.041858518208455424,0.0,0.0,0.0,0.041858518208455424,0.0,0.041858518208455424,0.0,0.0,0.1674340728338217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46044370029300963,0.041858518208455424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29300962745918796,0.12557555462536626,0.0,0.0,0.0,0.0,0.08371703641691085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041858518208455424,0.0,0.0,0.0,0.0,3.4323984930933444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041858518208455424,0.0,0.0,0.8371703641691084,11.511092507325241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.711176224361658,0.29300962745918796,0.0,0.0,0.0,0.2092925910422771,0.0,0.0,0.0
82,Commands & Colors: Ancients,0.0,0.0,0.0968054211035818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1452081316553727,0.0,0.0,0.0,0.0,0.0,0.0,0.0484027105517909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2904162633107454,0.0,0.3388189738625363,0.0,0.0,0.0,0.0,0.0484027105517909,0.0,0.0,0.0,0.1936108422071636,0.0968054211035818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Railways of the World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11976047904191617,0.0,0.0,0.07984031936127745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6786427145708582,0.03992015968063872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03992015968063872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3592814371257485,0.03992015968063872,0.0,2.435129740518962,0.0,0.0,0.0,0.0,0.07984031936127745,0.0,0.0,1.3173652694610778,24.07185628742515,0.0,0.0,0.0,19.72055888223553,0.0,0.0,0.0
84,Ticket to Ride: Europe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05136106831022085,0.0,0.0,0.01712035610340695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1369628488272556,0.01712035610340695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342407122068139,0.0,0.0,0.0,0.0,0.0,0.0,0.0342407122068139,0.0,0.0,0.0,0.0,0.0,0.01712035610340695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0342407122068139,0.0,0.0,0.0,0.01712035610340695,0.0,0.0342407122068139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01712035610340695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6334531758260572,0.0,0.0,0.0684814244136278,0.6505735319294641,0.0,0.0,0.0,0.0,0.0,0.0,0.5136106831022085,0.25680534155110424,0.0,0.0,0.0,0.08560178051703475,0.0,0.01712035610340695,0.0
85,Chaos in the Old World,0.0,0.0,0.09306654257794322,0.0,0.0,0.0,0.0,0.0,0.0,0.04653327128897161,0.0,0.0,0.0,0.0,0.04653327128897161,0.0,1.6286644951140066,0.0,0.0,0.0,0.0,0.0,0.0,0.09306654257794322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04653327128897161,0.0,0.0,0.0,0.04653327128897161,0.09306654257794322,0.0,0.0,0.0,0.0,1.9543973941368078,0.0,0.0,0.0,0.04653327128897161,0.0,0.0,0.0,0.04653327128897161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41879944160074456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09306654257794322,0.18613308515588645,0.0,0.0,0.0,0.0,1.8613308515588647,0.0,0.0,0.0,0.0,0.0,2.3266635644485807,0.09306654257794322,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Istanbul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546448087431694,0.0,0.0,0.0,0.1092896174863388,0.0,0.0,0.16393442622950818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546448087431694,0.0,0.0,0.0,0.0,0.0,0.6010928961748634,0.0,0.0546448087431694,0.0,0.0,0.0,0.0,0.0,0.16393442622950818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4918032786885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16393442622950818,0.0,0.0546448087431694,0.0,0.0,0.0,0.0546448087431694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16393442622950818,0.0,0.0,0.0,0.0,0.0,9.344262295081966,0.0,0.0,0.0,0.0,1.8579234972677596,0.0,0.0,0.0546448087431694,0.0,0.0,0.0,0.4918032786885246,0.0
87,Paths of Glory,0.0,0.0,2.1316033364226135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09267840593141798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7414272474513438,0.0,0.0,0.0,0.0,0.0,0.09267840593141798,2.5023169601482853,0.0,0.0,0.0,0.3707136237256719,0.18535681186283595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Cosmic Encounter,0.0,0.0,0.027609055770292656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027609055770292656,0.0,0.0,0.08282716731087797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027609055770292656,0.05521811154058531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027609055770292656,0.0,0.0,0.0,0.0,0.027609055770292656,0.0,0.0,0.0,0.0,0.0,0.08282716731087797,0.0,0.0,0.0,0.027609055770292656,0.0,0.0,0.027609055770292656,0.0,0.0,0.0,0.05521811154058531,0.0,0.0,0.0,1.4908890115958033,0.0,0.0,0.0,0.0,0.0,0.027609055770292656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027609055770292656,0.0,1.4632799558255107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.212037548315847,0.0,0.0,0.35891772501380453,0.11043622308117063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Combat Commander: Europe,0.0,0.0,0.4971590909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07102272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35511363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14204545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4971590909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.14204545454545456,0.0,0.42613636363636365,0.0,0.2840909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Captain Sonar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12755102040816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12755102040816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25510204081632654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.974489795918367,0.0,0.12755102040816327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Goa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.851063829787234,0.0,0.0,0.613747954173486,0.0,0.0,0.04091653027823241,0.0,0.0,0.0,0.0,0.40916530278232405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08183306055646482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0638297872340425,0.0,0.0,0.04091653027823241,0.04091653027823241,0.0,0.0,0.0,0.0,0.0,0.2864157119476268,0.0,0.0,0.0,0.0,0.0,0.04091653027823241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12274959083469722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20458265139116202,0.0,0.0,0.0,0.0,0.0,0.12274959083469722,0.0,0.0,0.0,0.0,10.310965630114566,0.12274959083469722,0.0,0.0,0.0,0.04091653027823241,0.20458265139116202,0.08183306055646482,0.0
92,Steam,0.0,0.0,0.0,0.0,0.0,0.06825938566552901,0.0,0.0,0.0,0.0,0.0,0.7508532423208191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9556313993174061,0.06825938566552901,0.0,0.0,0.0,0.0,0.0,0.0,0.06825938566552901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06825938566552901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06825938566552901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13651877133105803,0.06825938566552901,0.0,2.7303754266211606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20477815699658702,34.19795221843003,0.0,0.0,0.0,23.41296928327645,0.0,0.0,0.0
93,The Lord of the Rings: The Card Game,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035919540229885055,0.0,0.035919540229885055,0.0,0.035919540229885055,0.0,0.0,0.0,0.0,0.035919540229885055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21551724137931033,0.0,0.0,0.0,0.0,0.035919540229885055,0.0,0.0,0.035919540229885055,0.0,0.035919540229885055,0.14367816091954022,0.035919540229885055,0.0,0.0,0.0,0.0,0.0,0.035919540229885055,0.0,0.0,0.0,0.035919540229885055,0.0,0.0,0.0,0.46695402298850575,0.0,0.0,0.0,0.0,0.0,0.39511494252873564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6824712643678161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46695402298850575,0.07183908045977011,0.21551724137931033,0.035919540229885055,0.0,0.0,0.0,0.0,0.0
94,Jaipur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18115942028985507,0.0,0.0,0.0,0.0,0.0,0.12077294685990338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030193236714975844,0.030193236714975844,0.0,0.0,0.0,0.0,0.0,0.0,0.030193236714975844,0.0,0.0,0.0,0.0,0.0,0.2717391304347826,0.0,0.0,0.0,0.0,0.0,0.06038647342995169,0.0,0.0,0.15096618357487923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06038647342995169,0.0,0.0,0.0,0.0,0.0,0.030193236714975844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030193236714975844,0.0,0.030193236714975844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09057971014492754,0.0,0.0,5.374396135265701,0.0,0.0,0.0,0.8756038647342995,0.0
95,La Granja,0.0,0.0,0.0,0.0,0.0,0.12285012285012285,0.0,0.0,0.0,0.2457002457002457,0.0,0.2457002457002457,0.0,0.0,7.002457002457002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36855036855036855,0.0,0.0,0.0,0.0,0.0,0.0,0.2457002457002457,0.0,0.12285012285012285,0.0,0.0,0.2457002457002457,0.0,0.0,0.12285012285012285,0.0,0.0,0.0,0.0,0.0,0.0,0.36855036855036855,0.0,0.0,0.0,0.0,0.0,0.0,0.12285012285012285,0.12285012285012285,0.0,0.2457002457002457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12285012285012285,0.0,0.0,0.6142506142506142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7371007371007371,0.2457002457002457,0.0,0.0,11.17936117936118,0.0,0.0,0.0,0.0
96,Age of Steam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8051529790660226,0.0,0.0,0.1610305958132045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.288244766505636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10735373054213634,0.0,0.0,0.0,0.0,0.05367686527106817,0.0,0.0,0.0,0.0,0.05367686527106817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05367686527106817,0.0,0.05367686527106817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05367686527106817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10735373054213634,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4830917874396135,15.727321524422974,0.0,0.0,0.0,8.588298443370908,0.0,0.0,0.0
97,Hansa Teutonica,0.0,0.0,0.0,0.0,0.0,0.6997084548104956,0.0,0.05830903790087463,0.0,0.0,0.0,0.8163265306122449,0.0,0.05830903790087463,0.5247813411078717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23323615160349853,0.1749271137026239,0.0,0.0,0.0,0.0,0.1749271137026239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05830903790087463,0.0,0.0,0.5247813411078717,0.0,0.0,0.23323615160349853,0.0,0.0,0.0,0.05830903790087463,0.0,0.0,0.9329446064139941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05830903790087463,0.0,0.0,0.0,0.1749271137026239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11661807580174927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05830903790087463,0.0,0.0,0.0,0.0,1.8075801749271136,0.23323615160349853,0.0,0.0,0.0,0.0,4.606413994169096,0.0,0.0
98,Splendor,0.0,0.0,0.0,0.0,0.0,0.0,0.022578460149017838,0.0,0.045156920298035676,0.022578460149017838,0.0,0.0,0.0,0.0,0.13547076089410703,0.0,0.022578460149017838,0.0,0.0,0.0,0.0,0.0,0.045156920298035676,0.022578460149017838,0.0,0.0,0.0,0.0,0.0,0.0,0.045156920298035676,0.0,0.0,0.0,0.0,0.022578460149017838,0.5644615037254459,0.0,0.0,0.0,0.0,0.022578460149017838,0.045156920298035676,0.022578460149017838,0.0,0.022578460149017838,0.022578460149017838,0.0,0.022578460149017838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7450891849175886,0.0,0.0,0.0,0.0,0.0,0.022578460149017838,0.0,0.0,0.0,0.022578460149017838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022578460149017838,0.0,0.24836306163919622,0.022578460149017838,0.0,0.0,0.0,0.0,0.06773538044705352,0.0,0.0,0.0,0.0,0.7450891849175886,0.15804922104312485,0.0,0.47414766312937456,0.0,0.0,0.0,6.954165725897494,0.0
99,Zombicide: Black Plague,0.0,0.0,0.0,0.13812154696132597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27624309392265195,0.0,0.0,0.0,0.13812154696132597,0.0,0.0,0.13812154696132597,0.0,0.13812154696132597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4143646408839779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27624309392265195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27624309392265195,0.0,0.0,0.0,0.0,0.0,1.3812154696132597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3812154696132597,0.13812154696132597,0.0,0.0,0.0,0.0,0.0,0.0,0.8287292817679558
